Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
TRIN,PT Perintis Triniti Properti Tbk,1.78T,412.00,"5,447,200",Real Estate - Development,Real Estate,291.88B,161.11%,-101.41B,-2.81B,PT Perintis Triniti Properti Tbk,TRIN,"Brooklyn Premium Office JL Sutera Boulevard Kav 22-26 Alam Sutera, Tangerang Selatan, Indonesia 15320",021 30066688,corsec.trin@trinitiland.com,02.751.343.1-415.000,www.trinitiland.com,Bergerak dalam bidang Real Estat PT Tanamori Makmur Indonesia Mixed Use 18.520.697 51 %,Properti & Real Estat PT Triniti Garam Properti Landed house 216.837.850 65 %,"Properti & Real Estat PT Triniti Menara Gading Mixed Use 98.724.781 99,99 %",Pengelola & Pengembang Real Estat PT Triniti Menara Serpong Mixed Use 984.656.386 50 %,"Pengembang & Operator Real Estat PT Triniti Pilar Gemilang Pembangunan, perdagangan dan jasa 70.636.141 99,92 %",PT. Adimitra Jasa Korpora,2020-01-15 Nama Jenis Aset Total Persentase PT Puri Triniti Batam Mixed Use 168.420.493 70 %,"Pemantauan Khusus PT Sirius Terang Cemerlang Pengembang 121.765.859 99,20 %",True,CSV+JSON,021 80821403
BBSS,PT Bumi Benowo Sukses Sejahtera Tbk,1.68T,350.00,"32,8",Engineering & Construction,Industrials,625.19M,20.68%,-1.04B,-,PT Bumi Benowo Sukses Sejahtera Tbk,BBSS,"Jl. W.R. Supratman No. 19, Surabaya",+62 31 561 2227 / 565 2277,corsec@bumibenowo.com,01.441.228.2-613.000,www.bumibenowo.com,Real Estate yang dimiliki sendiri atau disewa,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Adimitra Jasa Korpora,2020-04-15 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,+62 31 566 2800
HUMI,PT Humpuss Maritim Internasional Tbk,2.26T,124.00,"138,179,100",Marine Shipping,Industrials,2.21T,6.73%,176.58B,214.99B,PT Humpuss Maritim Internasional Tbk,HUMI,"Gedung Mangkuluhur City Tower One Lt. 27 Jl. Jend Gatot Subroto Kav 1, Karet Semanggi Setiabudi, Jakarta Selatan. 12930",+62 21 509 33159,corpsec@humi.co.id,80.905.129.5-067.000,www.humi.co.id,Angkutan Laut dalam Negeri dan Angkutan Laut Perairan Pelabuhan dalam Negeri PT Bhaskara Inti Samudera Jasa sewa kapal 27.230.844 43 %,Energi PT CTS Internasional Jasa transportasi 15.892 100 %,"Minyak, Gas & Batu Bara PT Energi Maritim Indonesia Jasa transportasi air 840.379 100 %",Minyak & Gas PT ETSI Hutama Maritim Jasa pelatihan awak kapal 1.728.083 100 %,"Penyimpanan & Distribusi Minyak & Gas PT GTS Internasional, Tbk Jasa sewa kapal 86.880.272 85 %",PT. EDI Indonesia PT Hikmah Sarana Bahari Jasa sewa kapal 43.506.812 80 %,2023-08-09 Nama Jenis Aset Total Persentase PT Anoa Sulawesi Regas Perusahaan investasi 3.406.823 85 %,Pengembangan PT Baraka Alam Sari Jasa sewa kapal 27.579.518 99 %,True,CSV+JSON,
JAWA,PT Jaya Agra Wattie Tbk,2.58T,176.00,"22,666,000",Farm Products,Consumer Staples,1.79T,113.21%,24.64B,-75.24B,Jaya Agra Wattie Tbk,JAWA,Gedung Graha Dinamika Lantai 2 Jalan Tanah Abang II No 49-51 Jakarta 10160,"021-3505906 , 021-65867525",corsec@jawattie.com,0013 6092 2705 4000,www.jawattie.co.id,"Jasa Pengelolaan dan Perdagangan di Bidang Perkebunan dan Pengolahan Karet, Kelapa Sawit, Kopi, dan Teh Terpadu PT Banjoemas Landen (BL) Karet 25.497.474 99 %","Barang Konsumen Primer PT Bumi Prada (BP) Karet 88.394.498 99,98 %",Makanan & Minuman PT Cipanyusuhan (CP) Karet 12.760.329 99 %,"Produk Makanan Pertanian PT Corah Mas Keputren Estates (CMK) Karet dan Kopi 38.751.300 99,01 %","Perkebunan & Tanaman Pangan PT Indo Java Rubber Planting Co. (IJR) Karet 532.466.882 99,90 %","PT. Raya Saham Registra PT Kaliduren Estates (KE) Teh , Kopi dan Karet 286.543.079 99 %",2011-05-30 Nama Jenis Aset Total Persentase PT Agri Bumi Sentosa (ABS) Kelapa Sawit dan Karet 1.896.546.629 99 %,"Pengembangan PT Anugerah Wattindo (AW) Kelapa Sawit dan Karet 819.877.774 99,68 %",True,CSV+JSON,-
KAEF,PT Kimia Farma Tbk,3.28T,590.00,"1,081,100",Medical Distribution,Healthcare,9.08T,-9.36%,-600.17B,294.23B,Kimia Farma Tbk.,KAEF,"Jalan Veteran No. 9, Jakarta 10110",021-38477709,ipo@kimiafarma.co.id,01.001.627.7-051.000,http://www.kimiafarma.co.id,"Farmasi KIMIA FARMA DAWAA, CO, LTD. (DAWAA) APOTEK (RITEL) DAN DISTRIBUSI OBAT-OBATAN / PHARMACY AND MEDICINE DISTRIBUTION 87.566.535 60 %","Kesehatan KIMIA FARMA DAWAA, CO, LTD. (DAWAA) APOTEK (RITEL) DAN DISTRIBUSI OBAT-OBATAN / PHARMACY AND MEDICINE DISTRIBUTION 7.905.669 60 %","Farmasi & Riset Kesehatan KIMIA FARMA DAWAA, CO, LTD. (DAWAA) APOTEK (RITEL) DAN DISTRIBUSI OBAT-OBATAN / PHARMACY AND MEDICINE DISTRIBUTION 7.905.669 60 %","Farmasi KIMIA FARMA DAWAA, CO, LTD. (DAWAA) APOTEK (RITEL) DAN DISTRIBUSI OBAT-OBATAN / PHARMACY AND MEDICINE DISTRIBUTION 7.905.669 60 %","Farmasi PT KIMIA FARMA APOTEK (KFA) APOTEK (RITEL) / PHARMACY 2.952.290.164 59,99 %","PT. Datindo Entrycom PT KIMIA FARMA APOTEK (KFA) APOTEK (RITEL) / PHARMACY 3.103.549.078 59,99 %",2001-07-04 Nama Jenis Aset Total Persentase Kimia Farma Dawaa Co Ltd Apotek (Ritel) 87.566.535 60 %,"Pengembangan KIMIA FARMA DAWAA, CO, LTD. (DAWAA) APOTEK (RITEL) DAN DISTRIBUSI OBAT-OBATAN / PHARMACY AND MEDICINE DISTRIBUTION 7.905.669 60 %",True,CSV+JSON,"021-3454338, 3454339,"
NRCA,PT Nusa Raya Cipta Tbk,1.68T,680.00,"3,613,800",Engineering & Construction,Industrials,3.49T,1.90%,153.23B,208.52B,PT Nusa Raya Cipta Tbk.,NRCA,"Graha Cipta Building lantai 2, JI, D.I. Panjaitan No. 40, Jakarta 13350","021-8193526, 8193582",corsec@nusarayacipta.com,01.300.554.1-054.000,www.nusarayacipta.com,"Jasa Konstruksi untuk Bangunan Komersial dan Infrastruktur PT Sumbawa Raya Cipta Hotel dan Usaha Sejenis Lainnya 3.473.317.964 99,99 %","Infrastruktur PT Sumbawa Raya Cipta Hotel dan Usaha Sejenis Lainnya 3.791.215.815 99,99 %","Konstruksi Bangunan PT Sumbawa Raya Cipta Hotel dan Usaha Sejenis Lainnya 3.695.843.037 99,99 %",Konstruksi Bangunan,Konstruksi Bangunan,PT. Sinartama Gunita,"2013-06-27 Nama Jenis Aset Total Persentase PT Sumbawa Raya Cipta Hotel dan Usaha Sejenis Lainnya 4.128.595.921 99,99 %","Pengembangan PT Sumbawa Raya Cipta Hotel dan Usaha Sejenis Lainnya 3.450.512.843 99,99 %",True,CSV+JSON,"021-8193544, 8193471"
AALI,PT Astra Agro Lestari Tbk,14.87T,"7,675.00","1,045,200",Farm Products,Consumer Staples,27.65T,29.49%,1.42T,4.36T,Astra Agro Lestari Tbk,AALI,"Jl. Puloayang Raya Kawasan Industri Pulo Gadung, OR, 1, Jatinegara, Cakung, Kota ADM, Jakarta Timur, DKI Jakarta, 13930",461-65-55,Investor@astra-agro.co.id,001.334.427.0-054.000,http://www.astra-agro.co.id,"Agriculture Plantation PT Bhadra Cemerlang Kelapa Sawit 477.613 99,99 %","Barang Konsumen Primer PT Bhadra Sukses Kelapa Sawit 120.365 99,80 %","Makanan & Minuman PT Borneo Indah Marjaya Kelapa Sawit 1.019.697 99,99 %","Produk Makanan Pertanian PT Cakradenta Agung Pertiwi Kelapa Sawit 44.840 99,99 %","Perkebunan & Tanaman Pangan PT Cakung Permata Nusa Kelapa Sawit 41.154 99,99 %","PT. Raya Saham Registra PT Cipta Agro Nusantara Kelapa Sawit 395.875 99,99 %","1997-12-09 Nama Jenis Aset Total Persentase PT Agro Menara Rachmat Kelapa Sawit 596.853 99,99 %","Utama PT Agro Nusa Abadi Kelapa Sawit 1.065.236 99,99 %",True,CSV+JSON,"461-6655, 461-6677, 461-6688"
MAIN,PT Malindo Feedmill Tbk,1.84T,825.00,"9,827,500",Packaged Foods,Consumer Staples,12.30T,-1.83%,264.70B,400.99B,Malindo Feedmill Tbk,MAIN,Jl. R.S. Fatmawati No. 39 Komplek Duta Mas Fatmawati Blok A1 No. 30-31-32,722-83-83,bibitindo@malindofeedmill.co.id;leongjkt@cbn.net.id,01.824.326.1-057.000,-,"Peternakan dan Penjualan Pakan Ternak PT Prima Fajar Peternakan ayam ras pedaging 335.331 99,99 %","Barang Konsumen Primer PT. Malindo Food Delight Pengolahan, pengawetan daging dan penyediaan makanan dan minuman 130.029 99,99 %",Makanan & Minuman PT. Quality Indonesia Peternakan itik 2.322 70 %,"Produk Makanan Pertanian PT.Leong Ayamsatu Primadona Peternakan anak ayam usia sehari dan ayam ras pedaging/ 708.275 99,98 %","Ikan, Daging & Produk Unggas",PT. Sinartama Gunita,"2006-02-10 Nama Jenis Aset Total Persentase Bibit Indonesia Peternakan anak ayam pembibit induk 147.082 99,89 %","Utama PT Mitra Bebek Persada Peternakan itik dan rumah potong serta pengepakan daging unggas 53.215 99,84 %",True,CSV+JSON,7237778
KETR,PT Ketrosden Triasmitra,1.17T,412.00,"12,869,400",Communication Equipment,Technology,809.45B,87.82%,136.26B,197.98B,PT Ketrosden Triasmitra Tbk,KETR,"Gedung Meta Epsi Lantai 2 Jl. Mayjend D.I. Panjaitan Kav. 2, Jakarta Timur",(021) 22085100,hq@triasmitra.com,01.674.225.6-015.000,www.triasmitra.com,"Pembangunan, penjualan dan pemeliharaan jaringan telekomunikasi kabel serat optik PT Triasmitra Multiniaga Internasional Pemeliharaan dan pengelolaan kabel 1.063.924.986.124 99,99 %",Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT. Datindo Entrycom,"2021-01-11 Nama Jenis Aset Total Persentase PT Jejaring Mitra Persada Pengembangan jaringan kabel serat optik 1.049.919.763.238 99,99 %","Pengembangan PT Triasmitra Cornerstone Indonesia Konstruksi jaringan, saluran elektrikal dan telekomunikasi lainnya 6.976.670.574 60 %",True,CSV+JSON,(021) 22085151
RAJA,PT Rukun Raharja Tbk,17.29T,"4,090.00","25,736,200",Utilities - Regulated Gas,Utilities,4.20T,2.06%,367.06B,362.69B,Rukun Raharja Tbk,RAJA,"Office Park Thamrin Residences Blok A. No. 01-05 Jl. Thamrin Boulevard, Kebon. Melati, Tanah Abang Jakarta 10230 Indonesia",021 2929 1053,corsec@raja.co.id,01.581.976.6-054.000,www.raja.co.id,Jasa Konstruksi/Penyewaan PT Petrotech Penta Nusa Jasa Energi 6.612 100 %,"Energi PT REC Jasa konsultasi manajemen dan bisnis dan turut serta permodalan dalam perusahaan lain di Indonesia 52.824 100,00 %","Minyak, Gas & Batu Bara PT Triguna Internusa Pratama Transmisi Gas dan Kompresi Gas 34.877 100 %",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,PT. Ficomindo Buana Registrar,2006-04-19 Nama Jenis Aset Total Persentase PT Heksa Energi Mitraniaga Jasa penyediaan fasilitas LPG 4.562 85 %,Utama PT Panji Raya Alamindo Investasi 99.813 67 %,True,CSV+JSON,021 2357 9803
AMMN,PT Amman Mineral Internasional Tbk,517.75T,"7,150.00","19,133,100",Other Precious Metals & Mining,Materials,11.92T,-78.85%,"-4,318.86B","-46,614.54B",PT Amman Mineral Internasional Tbk.,AMMN,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",021 5799 4600,investor.relations@amman.co.id,74.147.204.7-067.000,www.amman.co.id,Aktivitas Perusahaan Holding PT Amman Aviasi Indonesia Perusahaan induk lainnya 638 100 %,"Barang Baku PT Amman Mineral Energi Pertambangan, perdagangan, industri pengolahan logam, dan lainnya 6.723 100 %",Barang Baku PT Amman Mineral Industri Industri Pengolahan Logam 1.298.464 100 %,"Logam & Mineral PT Amman Mineral Integrasi Pertambangan, penyediaan dan pelatihan tenaga kerja dan lainnya 7.131 100 %","Tembaga PT Amman Mineral Nusa Tenggara Pertambangan 9.492.846 100,00 %","PT. Datindo Entrycom PT Amman Nusa Propertindo Perusahaan induk, real estat 8.663 100 %",2023-07-07 Nama Jenis Aset Total Persentase Amman Mineral Contractors Singapore Pte Perusahaan induk lainnya 150.605 65 %,Utama Amman Mineral Singapore Pte Perusahaan induk lainnya 145.605 100 %,True,CSV+JSON,021 576 1464
CBDK,PT Bangun Kosambi Sukses Tbk,34.86T,"6,150.00","1,882,100",Real Estate Services,Real Estate,2.96T,52.60%,1.54T,1.13T,PT Bangun Kosambi Sukses Tbk,CBDK,"Jl. Inspeksi PIK 2, Terusan Jalan Perancis No. 5 Tangerang 15211, Indonesia",02150282888,corporate.secretary@cbdpik2.com,01.930.684.4-026.000,www.cbdpik2.com,Bergerak dalam bidang Real Estat dan Aktivitas Perusahaan Holding PT Cahaya Kencana Indah Real estat 1.188.688.942 57 %,"Properti & Real Estat PT Mega Andalan Sukses Real estat 10.214.365.293 55,89 %",Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Adimitra Jasa Korpora,"2025-01-13 Nama Jenis Aset Total Persentase PT Agung Surya Gemerlap Real estat 500.000 99,60 %","Utama PT Cahaya Gemilang Indah Cemerlang Real estat 2.663.202.702 55,89 %",True,CSV+JSON,02150282888
PDPP,PT Primadaya Plastisindo Tbk,1.26T,404.00,539,Packaging & Containers,Consumer Discretionary,480.75B,7.87%,32.01B,-113.48B,PT Primadaya Plastisindo Tbk,PDPP,"Jl. Raya Pasar Kemis No. 84, Kec. Sindang Jaya, Kab. Tangerang - Banten 15560","+62 21 5904 086, 5904 087",primadaya@pt-pdp.com,002.508.922.8-052.000,www.pt-pdp.com,Bergerak Dalam Bidang Industri Barang Dari Plastik Untuk Pengemasan,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,PT. Sinartama Gunita,2022-11-09 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,+62 21 5904 085
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,1.97T,"2,400.00",47,Electrical Equipment & Parts,Industrials,7.23T,2.01%,308.33B,377.64B,PT Supreme Cable Manufacturing & Commerce Tbk,SCCO,Jl. Kebon Sirih No. 71 Jakarta 10340,(021) 3100525,sccfin@cbn.net.id; corpsec@sucaco.com,01.000.889.4-054.000,0,Industri Kabel,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,PT. Sinartama Gunita,1982-07-20 Nama Jenis Aset Total Persentase PT Setia Pratama Pelletizing Industries Pellet Cross Linked Polyethylen and Poly-Vinyl Chloride (PVC) manufacturer 286.238.236.047 99 %,"Pengembangan PT Supreme Decoluxe Pembuatan Melamin, Resin dan Lembar Melamin 234.130.538 93,28 %",True,CSV+JSON,(021) 31931119
BISI,PT BISI International Tbk,2.72T,905.00,"589,1",Agricultural Inputs,Materials,1.43T,-22.57%,144.54B,-369.70B,BISI INTERNATIONAL Tbk,BISI,"Jl. Raya Surabaya - Mojokerto KM. 19, Bringinbendo, Taman, Sidoarjo, 61257",(031) - 7882528,investor.relations@bisi.co.id,01.060.123.5-054.000,www.bisi.co.id,"Agriculture Plantation PT Tanindo Intertraco Perdagangan pestisida, alat & mesin pertanian 151.702 99,99 %",Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,PT. Adimitra Jasa Korpora,2007-05-28 Nama Jenis Aset Total Persentase PT Bina Cipta Teknologi Perdagangan alat & mesin pertanian 20.001 90 %,"Utama PT Multi Sarana Indotani Memproduksi pestisida 932.482 99,91 %",True,CSV+JSON,(031) - 7882856
SMMT,PT Golden Eagle Energy Tbk,5.70T,"1,720.00","425,6",Thermal Coal,Energy,1.45T,89.15%,62.17B,-48.33B,GOLDEN EAGLE ENERGY Tbk,SMMT,"The Suites Tower Lt. 17, Jl. Boulevard Pantai Indah Kapuk No. 1 Kav OFS, Jakarta Utara 14470",021 - 22511055,corsec@go-eagle.co.id; contact@go-eagle.co.id,01.361.266.8-054.000,www.go-eagle.co.id,"Pertambangan Batubara PT Rajawali Resources Perusahaan induk 271.871.811.125 99,64 %",Energi PT Triaryani Tambang batubara 855.290.592.100 85 %,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,PT. Adimitra Jasa Korpora,"1997-12-01 Nama Jenis Aset Total Persentase PT Mega Raya Kusuma Perusahaan induk 389.120.277.432 99,99 %","Pengembangan PT Naga Mas Makmur Jaya Jasa Penunjang Pertambangan 191.594.375.286 99,99 %",True,CSV+JSON,021 - 22511057
LINK,PT Link Net Tbk,8.25T,"2,900.00","89,2",Telecom Services,Communication Services,3.03T,82.29%,"-1,594.70B",8.28B,PT Link Net Tbk.,LINK,"Centennial Tower Lantai 26, Unit D, Jl. Jend. Gatot Subroto Kav. 24-25, Jakarta 12930",021-55777755,corporate.secretary@linknet.co.id,01.770.114.5-054.000,www.linknet.co.id,"Bidang Penyelenggaraan Jaringan Tetap Berbasis Kabel, Penyelenggaraan Jasa Multimedia, Jasa Akses Internet serta Jasa Konsultasi Manajemen Bisnis PT First Media Television Penyiaran berlangganan 108.318 99,99 %",Infrastruktur PT Infra Solusi Indonesia Jasa Outsourcing 116.206 100 %,Telekomunikasi PT Linknet Fiber Indonesia Telekomunikasi 0 100 %,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,PT. Sharestar Indonesia,2014-06-02 Nama Jenis Aset Total Persentase Link Net Global Solution PTE. LTD. Telekomunikasi 510 100 %,Pemantauan Khusus PT Axentec Fiber Indonesia Telekomunikasi 125 100 %,True,CSV+JSON,-
NETV,PT MDTV Media Technologies Tbk,4.38T,106.00,"4,968,400",Broadcasting,Communication Services,107.19B,-51.70%,-260.31B,-523.16B,PT MDTV Media Technologies Tbk,NETV,"Gedung MD Place Tower I Lt. 2, Jl. Setiabudi Selatan No. 7, Setia Budi, Setiabudi, Jakarta Selatan 12910",(62-21) 5050-6100,corporatesecretary@mdtelevision.com,02.356.095.6-077.000,www.mdtelevision.com,"Perseroan bergerak dalam bidang usaha Industri Media, dalam hal ini Manajemen (Artis), Penyiaran Televisi dan Rumah Produksi, dan Digital Media melalui Perusahaan Anak. PT Alam Bali Semesta Televisi Siaran televisi 2.687.904 80,94 %","Barang Konsumen Non-Primer PT Alam Bali Semesta Televisi Siaran televisi 1.698.551 80,94 %","Media & Hiburan PT Anugerah Media Televisi Siaran televisi 667.561 80,94 %","Media PT Anugrah Media Televisi Siaran televisi 577.498 80,94 %","Penyiaran PT Anugrah Media Televisi Siaran televisi 544.063 80,94 %","PT. Adimitra Jasa Korpora PT Anugrah Media Televisi Siaran televisi 235.409 80,94 %","2022-01-26 Nama Jenis Aset Total Persentase PT Alam Bali Semesta Televisi Siaran televisi 3.134.685 80,94 %","Pengembangan PT Alam Bali Semesta Televisi Siaran televisi 3.251.791 80,94 %",True,CSV+JSON,(62-21) 2954-6200
SMAR,PT Sinar Mas Agro Resources and Technology Tbk,14.94T,"5,200.00","48,4",Farm Products,Consumer Staples,88.20T,19.32%,1.84T,2.83T,PT Sinar Mas Agro Resources and Technology Tbk,SMAR,"Gedung Sinar Mas Land Plaza, Menara 2 Lt. 28-30, Jl. MH. Thamrin No. 51, RT 09 RW 04, Gondangdia, Menteng, Jakarta Pusat, DKI Jakarta 10350",021-50338899,investor@smart-tbk.com; jimmy.pramono@sinarmas-agri.com,01.000.183.2-092.000,https://www.smart-tbk.com,"Agribisnis PT Perusahaan Perkebunan Panigoran - PANIGORAN Industri kelapa sawit 15.598 99,98 %",Barang Konsumen Primer PT Pratama Ronaperintis - PRATAMA Investasi 245 70 %,Makanan & Minuman PT Propertindo Prima - PROPERTINDO Jasa transportasi 438.403 100 %,Produk Makanan Pertanian PT Satya Kisma Usaha - SATYA Industri kelapa sawit 575.546 100 %,Perkebunan & Tanaman Pangan PT Sinarmas Bio Energy - SBE Industri kimia dasar organik dan energi terbarukan 2.703.416 100 %,- PT Sinarmas Sentra Cipta - SSC Jasa administrasi kantor 383.528 100 %,1992-11-20 Nama Jenis Aset Total Persentase PT Kresna Duta Agroindo - KRESNA Industri kelapa sawit 1.778.766 100 %,"Pengembangan PT Maskapai Perkebunan Leidong West Indonesia - LEIDONG Industri kelapa sawit 407.538 99,99 %",True,CSV+JSON,-
BPII,PT Batavia Prosperindo Internasional Tbk,5.44T,550.00,"114,3",Asset Management,Financials,1.10T,20.67%,126.64B,-502.20B,PT Batavia Prosperindo Internasional Tbk.,BPII,Gedung Chase Plaza Lantai 12 JL. Jend. Sudirman Kav. 21 Jakarta 12920,021-5200180,corsec@bpii.co.id,01.862.130.0-058.000,www.bpinternasional.com,"Aktivitas Konsultasi Manajemen Lainnya PT Batavia Prosperindo Sekuritas Perantara Pedagang Efek dan Penjamin Emisi Efek 10.644.407.039 99,99 %","Keuangan PT Batavia Prosperindo Trans Tbk Jasa Transportasi 2.062.459.713.432 67,40 %","Perusahaan Holding & Investasi PT Malacca Trust Wuwungan Insurance Tbk Asuransi Umum 2.562.013.170.119 87,27 %",Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,PT. Adimitra Jasa Korpora,"2014-07-08 Nama Jenis Aset Total Persentase Batavia Prosperindo Pte., Ltd., Jasa Konsultasi Manajemen 455.372.478.476 100 %","Pengembangan PT Batavia Prosperindo Aset Manajemen Manajemen Investasi 216.793.399.243 82,08 %",True,CSV+JSON,0215200227
MTMH,PT Murni Sadar Tbk,2.36T,"1,150.00","3,6",Medical Care Facilities,Healthcare,1.26T,20.22%,51.08B,-125.34B,PT Murni Sadar Tbk,MTMH,"Jl. Jawa No, 2, LK II, Gg. Buntu, Medan Timur, Kota Medan Sumatera Utara – 20231",(+62) 61 8050 1888,corporate-secretary@rsmurniteguh.com,03.096.087.6-113.000,www.rsmurniteguh.com,"Aktivitas Rumah Sakit Swasta PT Horas Insani Abadi Aktivitas Rumah Sakit Swasta 75.556.933.192 89,50 %","Kesehatan PT Horas Insani Abadi Aktivitas Rumah Sakit Swasta 80.001.057.762 78,79 %",Jasa & Peralatan Kesehatan PT Medikarya Aminah Utama Aktivitas Rumah Sakit Swasta 188.536.677.077 99 %,Penyedia Jasa Kesehatan PT Medikarya Aminah Utama Aktivitas Rumah Sakit Swasta 190.842.168.304 99 %,Penyedia Jasa Kesehatan PT Medikarya Aminah Utama Aktivitas Rumah Sakit Swasta 157.828.073.921 99 %,"PT. Adimitra Jasa Korpora PT Medikarya Aminah Utama Aktivitas Rumah Sakit Swasta 133.865.251.518 99,18 %","2022-04-20 Nama Jenis Aset Total Persentase PT Horas Insani Abadi Aktivitas Rumah Sakit Swasta 65.537.106.413 89,50 %","Utama PT Horas Insani Abadi Aktivitas Rumah Sakit Swasta 64.850.634.430 89,50 %",True,CSV+JSON,(+62) 61 8050 1800
MSTI,PT Mastersystem Infotama Tbk,4.41T,"1,410.00","1,760,200",Information Technology Services,Technology,5.17T,-3.95%,528.63B,620.27B,PT Mastersystem Infotama Tbk.,MSTI,Gedung Sudirman 7.8 Tower I Lt.25 Jl. Jend. Sudirman Kav. 7-8 Jakarta Pusat 10220,021-39731111,corporate.secretary@mastersystem.co.id,01.692.131.4-073.000,www.mastersystem.co.id,"Solusi, integrasi dan pemeliharaan sistem teknologi informasi",Teknologi,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan,PT. Datindo Entrycom,2023-11-08 Nama Jenis Aset Total Persentase,Utama,True,CSV+JSON,021-39731212
